Number,Transaction
976,[2014-01-21 23:07:21] - Jan Hejda average salary was modify from 3 250 000 $ to 3 750 000 $.
977,[2014-01-21 23:07:21] - Jan Mursak average salary was modify from 850 000 $ to 1 350 000 $.
978,[2014-01-21 23:07:21] - Jannik Hansen average salary was modify from 1 350 000 $ to 1 850 000 $.
979,[2014-01-21 23:07:21] - Jason Garrison average salary was modify from 4 500 000 $ to 5 000 000 $.
980,[2014-01-21 23:07:21] - Jason Pominville average salary was modify from 5 300 000 $ to 5 800 000 $.
981,[2014-01-21 23:07:21] - Jiri Hudler average salary was modify from 3 300 000 $ to 3 800 000 $.
982,[2014-01-21 23:07:21] - Jochen Hecht average salary was modify from 950 000 $ to 1 450 000 $.
983,[2014-01-21 23:07:21] - Joe Pavelski average salary was modify from 4 000 000 $ to 4 500 000 $.
984,[2014-01-21 23:07:21] - Joe Thornton average salary was modify from 7 000 000 $ to 7 500 000 $.
985,[2014-01-21 23:07:21] - Johan Franzen average salary was modify from 3 954 500 $ to 4 454 500 $.
986,[2014-01-21 23:07:21] - Jonas Holos average salary was modify from 700 000 $ to 1 200 000 $.
987,[2014-01-21 23:07:21] - Jonathan Ericsson average salary was modify from 3 250 000 $ to 3 750 000 $.
988,[2014-01-21 23:07:21] - Jonathan Toews average salary was modify from 6 300 000 $ to 6 800 000 $.
989,[2014-01-21 23:07:21] - Jussi Jokinen average salary was modify from 3 000 000 $ to 3 500 000 $.
990,[2014-01-21 23:07:21] - Keith Yandle average salary was modify from 5 250 000 $ to 5 750 000 $.
991,[2014-01-21 23:07:21] - Kevin Shattenkirk average salary was modify from 4 000 000 $ to 4 500 000 $.
992,[2014-01-21 23:07:21] - Kimmo Timonen average salary was modify from 6 500 000 $ to 7 000 000 $.
993,[2014-01-21 23:07:21] - Korbinian Holzer average salary was modify from 2 800 000 $ to 3 300 000 $.
994,[2014-01-21 23:07:21] - Ladislav Smid average salary was modify from 3 000 000 $ to 3 500 000 $.
995,[2014-01-21 23:07:21] - Lars Eller average salary was modify from 2 000 000 $ to 2 500 000 $.
996,[2014-01-21 23:07:21] - Lauri Korpikoski average salary was modify from 2 000 000 $ to 2 500 000 $.
997,[2014-01-21 23:07:21] - Linus Omark average salary was modify from 1 500 000 $ to 2 000 000 $.
998,[2014-01-21 23:07:21] - Loui Eriksson average salary was modify from 4 266 667 $ to 4 766 667 $.
999,[2014-01-21 23:07:21] - Marc-Edouard Vlasic average salary was modify from 4 500 000 $ to 5 000 000 $.
1000,[2014-01-21 23:07:21] - Marcel Goc average salary was modify from 3 000 000 $ to 3 500 000 $.
1001,[2014-01-21 23:07:21] - Marcel Mueller average salary was modify from 1 200 000 $ to 1 700 000 $.
1002,[2014-01-21 23:07:21] - Marco Sturm average salary was modify from 0 $ to 500 000 $.
1003,[2014-01-21 23:07:21] - Marcus Johansson average salary was modify from 4 760 000 $ to 5 260 000 $.
1004,[2014-01-21 23:07:21] - Marek Svatos average salary was modify from 0 $ to 500 000 $.
1005,[2014-01-21 23:07:21] - Marian Gaborik average salary was modify from 7 500 000 $ to 8 000 000 $.
1006,[2014-01-21 23:07:21] - Marian Hossa average salary was modify from 5 275 000 $ to 5 775 000 $.
1007,[2014-01-21 23:07:21] - Martin Erat average salary was modify from 4 500 000 $ to 5 000 000 $.
1008,[2014-01-21 23:07:21] - Martin Hanzal average salary was modify from 3 100 000 $ to 3 600 000 $.
1009,[2014-01-21 23:07:21] - Martin Havlat average salary was modify from 5 000 000 $ to 5 500 000 $.
1010,[2014-01-21 23:07:21] - Martin St-Louis average salary was modify from 5 625 000 $ to 6 125 000 $.
1011,[2014-01-21 23:07:21] - Mats Zuccarello average salary was modify from 1 750 000 $ to 2 250 000 $.
1012,[2014-01-21 23:07:21] - Matt Duchene average salary was modify from 5 500 000 $ to 6 000 000 $.
1013,[2014-01-21 23:07:21] - Max Pacioretty average salary was modify from 6 000 000 $ to 6 500 000 $.
1014,[2014-01-21 23:07:21] - Michael Frolik average salary was modify from 2 333 000 $ to 2 833 000 $.
1015,[2014-01-21 23:07:21] - Michael Grabner average salary was modify from 3 000 000 $ to 3 500 000 $.
1016,[2014-01-21 23:07:21] - Michal Handzus average salary was modify from 2 600 000 $ to 3 100 000 $.
1017,[2014-01-21 23:07:21] - Michal Rozsival average salary was modify from 5 000 000 $ to 5 500 000 $.
1018,[2014-01-21 23:07:21] - Mikhail Grabovski average salary was modify from 5 000 000 $ to 5 500 000 $.
1019,[2014-01-21 23:07:21] - Mikkel Boedker average salary was modify from 1 800 000 $ to 2 300 000 $.
1020,[2014-01-21 23:07:21] - Mikko Koivu average salary was modify from 6 750 000 $ to 7 250 000 $.
1021,[2014-01-21 23:07:21] - Milan Jurcina average salary was modify from 3 500 000 $ to 4 000 000 $.
1022,[2014-01-21 23:07:21] - Milan Michalek average salary was modify from 4 333 000 $ to 4 833 000 $.
1023,[2014-01-21 23:07:21] - Nicholas Drazenovic average salary was modify from 550 000 $ to 1 050 000 $.
1024,[2014-01-21 23:07:21] - Nicklas Backstrom average salary was modify from 6 700 000 $ to 7 200 000 $.
1025,[2014-01-21 23:07:21] - Nikita Nikitin average salary was modify from 1 500 000 $ to 2 000 000 $.
1026,[2014-01-21 23:07:21] - Niklas Hjalmarsson average salary was modify from 3 500 000 $ to 4 000 000 $.
1027,[2014-01-21 23:07:21] - Niklas Kronwall average salary was modify from 4 750 000 $ to 5 250 000 $.
1028,[2014-01-21 23:07:21] - Nikolai Kulemin average salary was modify from 3 000 000 $ to 3 500 000 $.
1029,[2014-01-21 23:07:21] - Nino Niederreiter average salary was modify from 2 825 000 $ to 3 325 000 $.
1030,[2014-01-21 23:07:21] - Oliver Ekman-Larsson average salary was modify from 2 500 000 $ to 3 000 000 $.
1031,[2014-01-21 23:07:21] - Olli Jokinen average salary was modify from 3 500 000 $ to 4 000 000 $.
1032,[2014-01-21 23:07:21] - Oskars Bartulis average salary was modify from 600 000 $ to 1 100 000 $.
1033,[2014-01-21 23:07:21] - P.K. Subban average salary was modify from 3 900 000 $ to 4 400 000 $.
1034,[2014-01-21 23:07:21] - Patric Hornqvist average salary was modify from 5 000 000 $ to 5 500 000 $.
1035,[2014-01-21 23:07:21] - Patrice Bergeron average salary was modify from 5 000 000 $ to 5 500 000 $.
1036,[2014-01-21 23:07:21] - Patrick Kane average salary was modify from 6 300 000 $ to 6 800 000 $.
1037,[2014-01-21 23:07:21] - Patrick Marleau average salary was modify from 6 900 000 $ to 7 400 000 $.
1038,[2014-01-21 23:07:21] - Patrick Sharp average salary was modify from 6 000 000 $ to 6 500 000 $.
1039,[2014-01-21 23:07:21] - Patrik Berglund average salary was modify from 2 500 000 $ to 3 000 000 $.
1040,[2014-01-21 23:07:21] - Paul Stastny average salary was modify from 6 600 000 $ to 7 100 000 $.
1041,[2014-01-21 23:07:21] - Pavel Datsyuk average salary was modify from 6 700 000 $ to 7 200 000 $.
1042,[2014-01-21 23:07:21] - Peter Regin average salary was modify from 2 200 000 $ to 2 700 000 $.
1043,[2014-01-21 23:07:21] - Phil Kessel average salary was modify from 5 400 000 $ to 5 900 000 $.
1044,[2014-01-21 23:07:21] - Philip Larsen average salary was modify from 850 000 $ to 1 350 000 $.
1045,[2014-01-21 23:07:21] - Roman Hamrlik average salary was modify from 700 000 $ to 1 200 000 $.
1046,[2014-01-21 23:07:21] - Roman Polak average salary was modify from 2 700 000 $ to 3 200 000 $.
1047,[2014-01-21 23:07:21] - Rok Ticar average salary was modify from 0 $ to 500 000 $.
1048,[2014-01-21 23:07:21] - Rostislav Klesla average salary was modify from 2 975 000 $ to 3 475 000 $.
1049,[2014-01-21 23:07:21] - Ryan Getzlaf average salary was modify from 6 750 000 $ to 7 250 000 $.
1050,[2014-01-21 23:07:21] - Ryan Kesler average salary was modify from 5 000 000 $ to 5 500 000 $.
1051,[2014-01-21 23:07:21] - Ryan McDonagh average salary was modify from 2 500 000 $ to 3 000 000 $.
1052,[2014-01-21 23:07:21] - Ryan Suter average salary was modify from 6 000 000 $ to 6 500 000 $.
1053,[2014-01-21 23:07:21] - Saku Koivu average salary was modify from 3 200 000 $ to 3 700 000 $.
1054,[2014-01-21 23:07:21] - Sami Lepisto average salary was modify from 2 000 000 $ to 2 500 000 $.
1055,[2014-01-21 23:07:21] - Sami Salo (Retired) average salary was modify from 0 $ to 500 000 $.
1056,[2014-01-21 23:07:21] - Sergei Kostitsyn average salary was modify from 3 000 000 $ to 3 500 000 $.
1057,[2014-01-21 23:07:21] - Shea Weber average salary was modify from 9 500 000 $ to 10 000 000 $.
1058,[2014-01-21 23:07:21] - Sidney Crosby average salary was modify from 10 000 000 $ to 10 500 000 $.
1059,[2014-01-21 23:07:21] - Stephane Da Costa average salary was modify from 1 500 000 $ to 2 000 000 $.
1060,[2014-01-21 23:07:21] - Steven Stamkos average salary was modify from 7 500 000 $ to 8 000 000 $.
1061,[2014-01-21 23:07:21] - T.J. Oshie average salary was modify from 5 000 000 $ to 5 500 000 $.
1062,[2014-01-21 23:07:21] - Teemu Hartikainen average salary was modify from 875 000 $ to 1 375 000 $.
1063,[2014-01-21 23:07:21] - Teemu Selanne (Retired) average salary was modify from 0 $ to 500 000 $.
1064,[2014-01-21 23:07:21] - Thomas Vanek average salary was modify from 7 143 000 $ to 7 643 000 $.
1065,[2014-01-21 23:07:21] - Tobias Enstrom average salary was modify from 3 750 000 $ to 4 250 000 $.
1066,[2014-01-21 23:07:21] - Tomas Fleischmann average salary was modify from 4 500 000 $ to 5 000 000 $.
1067,[2014-01-21 23:07:21] - Tomas Kopecky average salary was modify from 3 000 000 $ to 3 500 000 $.
1068,[2014-01-21 23:07:21] - Tomas Plekanec average salary was modify from 5 000 000 $ to 5 500 000 $.
1069,[2014-01-21 23:07:21] - Tomas Tatar average salary was modify from 1 400 000 $ to 1 900 000 $.
1070,[2014-01-21 23:07:21] - Tuomo Ruutu average salary was modify from 5 500 000 $ to 6 000 000 $.
1071,[2014-01-21 23:07:21] - Vaclav Prospal average salary was modify from 3 300 000 $ to 3 800 000 $.
1072,[2014-01-21 23:07:21] - Valtteri Filppula average salary was modify from 4 100 000 $ to 4 600 000 $.
1073,[2014-01-21 23:07:21] - Victor Hedman average salary was modify from 4 000 000 $ to 4 500 000 $.
1074,[2014-01-21 23:07:21] - Vladimir Sobotka average salary was modify from 1 300 000 $ to 1 800 000 $.
1075,[2014-01-21 23:07:21] - Jaromir Jagr average salary was modify from 6 100 000 $ to 6 600 000 $.
1076,[2014-01-21 23:07:21] - Yannick Weber average salary was modify from 1 400 000 $ to 1 900 000 $.
1077,[2014-01-21 23:07:21] - Zach Parise average salary was modify from 7 000 000 $ to 7 500 000 $.
1078,[2014-01-21 23:07:21] - Zbynek Michalek average salary was modify from 4 000 000 $ to 4 500 000 $.
1079,[2014-01-21 23:07:21] - Zdeno Chara average salary was modify from 6 900 000 $ to 7 400 000 $.
1080,[2014-01-21 23:07:21] - Carl Hagelin average salary was modify from 900 000 $ to 1 400 000 $.
1081,[2014-01-21 23:07:21] - Gabriel Landeskog average salary was modify from 900 000 $ to 1 400 000 $.
1082,[2014-01-21 23:07:21] - Vyacheslav Voynov average salary was modify from 900 000 $ to 1 400 000 $.
1083,[2014-01-21 23:07:21] - Sami Vatanen average salary was modify from 600 000 $ to 1 100 000 $.
1084,[2014-01-21 23:07:21] - Vladimir Tarasenko average salary was modify from 900 000 $ to 1 400 000 $.
1085,[2014-01-21 23:07:21] - Kaspars Daugavins average salary was modify from 900 000 $ to 1 400 000 $.
1086,[2014-01-21 23:07:21] - Konrad Abeltshauser average salary was modify from 900 000 $ to 1 400 000 $.
1087,[2014-01-21 23:07:21] - Evgeny Kuznetsov average salary was modify from 900 000 $ to 1 400 000 $.
1088,[2014-01-21 23:07:21] - Richard Panik average salary was modify from 800 000 $ to 1 300 000 $.
1089,[2014-01-21 23:07:21] - Mark Streit average salary was modify from 3 500 000 $ to 4 000 000 $.
1090,[2014-01-21 23:07:21] - Sven Baertschi average salary was modify from 900 000 $ to 1 400 000 $.
1091,[2014-01-21 23:07:21] - Roman Josi average salary was modify from 900 000 $ to 1 400 000 $.
1092,[2014-01-21 23:07:21] - Max Sauve average salary was modify from 900 000 $ to 1 400 000 $.
1093,[2014-01-21 23:07:21] - Mikael Granlund average salary was modify from 800 000 $ to 1 300 000 $.
1094,[2014-01-21 23:07:21] - Alexander Radulov average salary was modify from 1 800 000 $ to 2 300 000 $.
1095,[2014-01-21 23:07:21] - Philip Gogulla average salary was modify from 800 000 $ to 1 300 000 $.
1096,[2014-01-21 23:07:21] - Sven Andrighetto average salary was modify from 750 000 $ to 1 250 000 $.
1097,[2014-01-21 23:07:21] - Martin Marincin average salary was modify from 900 000 $ to 1 400 000 $.
1098,[2014-01-21 23:07:21] - Martin Gernat average salary was modify from 900 000 $ to 1 400 000 $.
1099,[2014-01-21 23:07:21] - Alex Galchenyuk average salary was modify from 900 000 $ to 1 400 000 $.
1100,[2014-01-21 23:07:21] - Jakob Silfverberg average salary was modify from 900 000 $ to 1 400 000 $.
1101,[2014-01-21 23:07:21] - Zemgus Girgensons average salary was modify from 900 000 $ to 1 400 000 $.
1102,[2014-01-21 23:07:21] - Olli Maatta average salary was modify from 850 000 $ to 1 350 000 $.
1103,[2014-01-21 23:07:21] - Nail Yakupov average salary was modify from 900 000 $ to 1 400 000 $.
1104,[2014-01-21 23:07:21] - Antoine Roussel average salary was modify from 900 000 $ to 1 400 000 $.
1105,[2014-01-21 23:07:21] - Damien Brunner average salary was modify from 3 000 000 $ to 3 500 000 $.
1106,[2014-01-21 23:07:21] - Theodor Blueger average salary was modify from 600 000 $ to 1 100 000 $.
1107,[2014-01-21 23:07:21] - Patrick Thoresen average salary was modify from 950 000 $ to 1 450 000 $.
1108,[2014-01-21 23:07:21] - Aleksander Barkov average salary was modify from 900 000 $ to 1 400 000 $.
1109,[2014-01-21 23:07:21] - Michael Raffl average salary was modify from 800 000 $ to 1 300 000 $.
1110,[2014-01-21 23:07:21] - Oliver Lauridsen average salary was modify from 675 000 $ to 1 175 000 $.
1111,[2014-01-21 23:07:21] - Yevgeni Medvedev average salary was modify from 1 500 000 $ to 2 000 000 $.
1112,[2014-01-21 23:07:21] - Leo Komarov average salary was modify from 700 000 $ to 1 200 000 $.
1113,[2014-01-21 23:07:21] - Mirco Mueller average salary was modify from 450 000 $ to 950 000 $.
1114,[2014-01-21 23:07:21] - Marko Dano average salary was modify from 800 000 $ to 1 300 000 $.
1115,[2014-01-21 23:07:21] - Raman Hrabarenka average salary was modify from 925 000 $ to 1 425 000 $.
1116,[2014-01-21 23:07:21] - Valeri Nichushkin average salary was modify from 900 000 $ to 1 400 000 $.
1117,[2014-01-21 23:07:21] - Andrej Sustr average salary was modify from 900 000 $ to 1 400 000 $.
1118,[2014-01-21 23:07:21] - Marcel Hossa average salary was modify from 830 000 $ to 1 330 000 $.
1119,[2014-01-21 23:07:21] - Rasmus Ristolainen average salary was modify from 900 000 $ to 1 400 000 $.
1120,[2014-01-21 23:07:21] - Martins Karsums average salary was modify from 625 000 $ to 1 125 000 $.
1121,[2014-01-21 23:07:21] - Martins Cipulis average salary was modify from 0 $ to 500 000 $.
1122,[2014-01-21 23:07:21] - Vitalijs Pavlovs average salary was modify from 0 $ to 500 000 $.
1123,[2014-01-21 23:07:21] - Mikelis Redlihs average salary was modify from 0 $ to 500 000 $.
1124,[2014-01-21 23:07:21] - Janis Sprukts average salary was modify from 0 $ to 500 000 $.
1125,[2014-01-21 23:07:21] - Sandis Ozolinsh average salary was modify from 0 $ to 500 000 $.
1126,[2014-01-21 23:07:21] - Ronalds Kenins average salary was modify from 0 $ to 500 000 $.
1127,[2014-01-21 23:07:21] - Herbert Vasiljevs average salary was modify from 0 $ to 500 000 $.
1128,[2014-01-21 23:07:21] - Armands Berzins average salary was modify from 0 $ to 500 000 $.
1129,[2014-01-21 23:07:21] - Lauris Darzins average salary was modify from 0 $ to 500 000 $.
1130,[2014-01-21 23:07:21] - Juris Stals average salary was modify from 0 $ to 500 000 $.
1131,[2014-01-21 23:07:21] - Arvids Rekis average salary was modify from 0 $ to 500 000 $.
1132,[2014-01-21 23:07:21] - Georgijs Pujacs average salary was modify from 0 $ to 500 000 $.
1133,[2014-01-21 23:07:21] - Krisjanis Redlihs average salary was modify from 0 $ to 500 000 $.
1134,[2014-01-21 23:07:21] - Kristaps Sotnieks average salary was modify from 0 $ to 500 000 $.
1135,[2014-01-21 23:07:21] - Ralfs Freibergs average salary was modify from 0 $ to 500 000 $.
1136,[2014-01-21 23:07:21] - Miks Indrasis average salary was modify from 0 $ to 500 000 $.
1137,[2014-01-21 23:07:21] - Matthias Iberer average salary was modify from 0 $ to 500 000 $.
1138,[2014-01-21 23:07:21] - Andrea Kristler average salary was modify from 0 $ to 500 000 $.
1139,[2014-01-21 23:07:21] - Thomas Koch average salary was modify from 0 $ to 500 000 $.
1140,[2014-01-21 23:07:21] - Manuel Latusa average salary was modify from 0 $ to 500 000 $.
1141,[2014-01-21 23:07:21] - Brian Lebler average salary was modify from 0 $ to 500 000 $.
1142,[2014-01-21 23:07:21] - Thomas Raffl average salary was modify from 0 $ to 500 000 $.
1143,[2014-01-21 23:07:21] - Roland Kaspitz average salary was modify from 0 $ to 500 000 $.
